nombre,tags,paso_actual,propuesta_paso_a_paso
Gimlet,"citrico, clasico, gin","1) Agregar Gin, Jugo de lima y Jarabe simple a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.
4) Decorar con Lima.","1) Agregar Gin, Jugo de lima, Jarabe simple y Lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Gin and Soda,"citrico, clasico, gin","1) Llenar vaso highball con hielo.
2) Agregar Gin y Lima.
3) Completar con Agua con gas y mezclar suavemente.","1) Agregar Gin, Agua con gas y Lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Gin Basil Smash,"citrico, gin, moderno, top-bars","1) Agregar Gin, Jugo de limon y Jarabe simple a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso bajo.
4) Decorar con Albahaca.","1) Agregar Gin, Jugo de limon, Jarabe simple y Albahaca a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso bajo"
Gin Cooler,"clasico, gin","1) Llenar vaso collins con hielo.
2) Agregar Gin y Azucar flor.
3) Completar con Agua con gas y mezclar suavemente.
4) Decorar con Espiral de naranja y Cascara de limon.","1) Agregar Gin, Agua con gas, Azucar flor, Espiral de naranja y Cascara de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Gin Daisy,"citrico, clasico, gin","1) Agregar Gin, Jugo de limon, Azucar y Granadina a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.
4) Decorar con Cereza marrasquino y Naranja.","1) Agregar Gin, Jugo de limon, Azucar, Granadina, Cereza marrasquino y Naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Gin Fizz,"citrico, clasico, gin","1) Agregar Gin, Limon y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso highball y completar con Agua con gas.","1) Agregar Gin, Limon, Azucar flor y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Gin Lemon,"citrico, clasico, gin","1) Agregar Gin y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Cascara de limon.","1) Agregar Gin, Jugo de limon, Cascara de limon y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Gin Rickey,"citrico, clasico, gin","1) Llenar vaso highball con hielo.
2) Agregar Gin, Granadina, Limon y Lima.
3) Completar con Agua con gas y mezclar suavemente.","1) Agregar Gin, Granadina, Limon, Agua con gas y Lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Gin Sling,"citrico, clasico, gin","1) Agregar Gin, Limon, Azucar flor y Agua a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.
4) Decorar con Cascara de naranja.","1) Agregar Gin, Limon, Azucar flor, Agua y Cascara de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Gin Smash,"citrico, clasico, gin","1) Llenar vaso old fashioned con hielo.
2) Agregar Gin, Azucar y Menta.
3) Completar con Agua con gas y mezclar suavemente.
4) Decorar con Naranja y Cereza marrasquino.","1) Agregar Gin, Agua con gas, Azucar, Menta, Naranja y Cereza marrasquino a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Gin Sour,"citrico, clasico, gin, sour","1) Agregar Gin, Jugo de limon y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour.
4) Decorar con Naranja y Cereza marrasquino.","1) Agregar Gin, Jugo de limon, Azucar, Naranja y Cereza marrasquino a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa sour"
Gin Squirt,"clasico, frutal, gin","1) Llenar vaso highball con hielo.
2) Agregar Gin, Granadina, Azucar flor, Pina y Frutillas.
3) Completar con Agua con gas y mezclar suavemente.","1) Agregar Gin, Granadina, Azucar flor, Pina, Frutillas y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Gin Swizzle,"amargo, citrico, clasico, gin","1) Llenar vaso highball con hielo.
2) Agregar Jugo de lima, Azucar, Gin y Amargo de angostura.
3) Completar con Agua tonica y mezclar suavemente.","1) Agregar Jugo de lima, Azucar, Gin, Amargo de angostura y Agua tonica a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Gin Toddy,"clasico, gin","1) Agregar Gin, Agua y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.
4) Decorar con Cascara de limon.","1) Agregar Gin, Agua, Azucar flor y Cascara de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Gin Tonic,"clasico, gin","1) Llenar vaso highball con hielo.
2) Agregar Gin.
3) Completar con Agua tonica y mezclar suavemente.
4) Decorar con Cascara de limon.","1) Agregar Gin, Agua tonica, Cascara de limon y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Gluehwein,"clasico, vino","1) Agregar Vino tinto, Agua y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa irlandesa.
4) Decorar con Canela, Clavos de olor y Cascara de limon.","1) Agregar Vino tinto, Agua, Azucar, Canela, Clavos de olor y Cascara de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa irlandesa"
Godchild,"clasico, cremoso","1) Agregar Vodka, Amaretto y Crema espesa a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa flauta bien frio.","1) Agregar Vodka, Amaretto y Crema espesa a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa flauta"
Godfather,clasico,"1) Agregar Whisky escoces y Amaretto a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.","1) Agregar Whisky escoces y Amaretto a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Godmother,clasico,"1) Agregar Vodka y Amaretto a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.","1) Agregar Vodka y Amaretto a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Gold Rush,"citrico, estadounidense, moderno, sour, top-bars","1) Agregar Whiskey Bourbon, Jugo de limon y Jarabe de miel a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso bajo.","1) Agregar Whiskey Bourbon, Jugo de limon y Jarabe de miel a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso bajo"
Grand Blue,clasico,"1) Agregar Ron Malibu, Schnapps de durazno, Curacao azul y Mezcla agridulce a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.","1) Agregar Ron Malibu, Schnapps de durazno, Curacao azul y Mezcla agridulce a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Grass Skirt,"citrico, clasico, gin","1) Agregar Gin, Triple sec, Jugo de piña, Granadina y Pina a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.","1) Agregar Gin, Triple sec, Jugo de piña, Granadina y Pina a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Grasshopper,clasico,"1) Agregar Crema de menta verde, Crema de cacao y Crema ligera a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Crema de menta verde, Crema de cacao y Crema ligera a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Greyhound,"citrico, clasico","1) Agregar Vodka y Jugo de pomelo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Vodka y Jugo de pomelo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Grim Reaper,clasico,"1) Agregar Kahlua, Ron 151 grados y Granadina a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.","1) Agregar Kahlua, Ron 151 grados y Granadina a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
H.D.,"cafe, clasico","1) Agregar Whisky, Baileys crema irlandesa y Cafe a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en jarro cervecero bien frio.","1) Agregar Whisky, Baileys crema irlandesa y Cafe a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en jarro cervecero"
Halloween Punch,"citrico, clasico","1) Agregar Jugo de cereza y Vodka a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en ponchera.
4) Decorar con Cascara de naranja, Aji, Clavos de olor y Ginger.","1) Agregar Jugo de cereza, Cascara de naranja, Aji, Clavos de olor, Ginger y Vodka a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en ponchera"
Happy Skipper,"citrico, clasico, gin","1) Llenar vaso highball con hielo.
2) Agregar Ron especiado y Lima.
3) Completar con Ginger ale y mezclar suavemente.","1) Agregar Ron especiado, Ginger ale, Lima y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Harvey Wallbanger,"citrico, clasico","1) Agregar Vodka, Galliano y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Vodka, Galliano y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Havana Cocktail,"citrico, clasico","1) Agregar Ron claro, Jugo de piña y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Ron claro, Jugo de piña y Jugo de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Hawaiian Cocktail,"citrico, clasico, gin","1) Agregar Gin, Triple sec y Jugo de piña a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Gin, Triple sec y Jugo de piña a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Hemingway Special,"citrico, clasico","1) Agregar Ron, Jugo de pomelo, Licor de maraschino y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Ron, Jugo de pomelo, Licor de maraschino y Jugo de lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Herbal flame,clasico,"1) Agregar Fireball y Te a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en frasco mason.","1) Agregar Fireball y Te a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en frasco mason"
Highland Fling Cocktail,"clasico, vino","1) Agregar Whisky escoces, Vermut dulce y Amargo de naranja a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Aceituna.","1) Agregar Whisky escoces, Vermut dulce, Amargo de naranja y Aceituna a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Holloween Punch,"citrico, clasico, refrescante","1) Llenar ponchera con hielo.
2) Agregar Jugo de uva, Helado y Helado.
3) Completar con Bebida y mezclar suavemente.","1) Agregar Jugo de uva, Bebida, Helado y Helado a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en ponchera"
Homemade Kahlua,"cafe, clasico","1) Agregar Azucar, Corn syrup, Cafe, Agua y Vodka a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.
4) Decorar con Extracto de vainilla.","1) Agregar Azucar, Corn syrup, Cafe, Extracto de vainilla, Agua y Vodka a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Honey Bee,"citrico, clasico","1) Agregar Ron blanco, Miel y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa margarita.","1) Agregar Ron blanco, Miel y Jugo de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa margarita"
Horse's Neck,"amargo, clasico, gin","1) Llenar vaso highball con hielo.
2) Agregar Brandy y Amargo de angostura.
3) Completar con Ginger ale y mezclar suavemente.
4) Decorar con Cascara de limon.","1) Agregar Cascara de limon, Brandy, Ginger ale y Amargo de angostura a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Hot Chocolate to Die for,"clasico, refrescante","1) Agregar Mantequilla, Mitad crema mitad leche y Marshmallows a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en taza.
4) Decorar con Chocolate y Extracto de vainilla.","1) Agregar Chocolate, Mantequilla, Extracto de vainilla, Mitad crema mitad leche y Marshmallows a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en taza"
Hot Creamy Bush,"cafe, clasico","1) Agregar Whisky irlandes, Baileys crema irlandesa y Cafe a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa irlandesa bien frio.","1) Agregar Whisky irlandes, Baileys crema irlandesa y Cafe a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa irlandesa"
Hot Toddy,"citrico, clasico","1) Agregar Whisky y Miel a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa irlandesa.
4) Decorar con Canela, Limon y Clavos de olor.","1) Agregar Whisky, Miel, Canela, Limon y Clavos de olor a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa irlandesa"
Hugo Spritz,"aperitivo, clasico, espumante, italiano, rapido, refrescante","1) Llenar copa de vino con hielo.
2) Agregar St. Germain.
3) Completar con Prosecco y Agua con gas y mezclar suavemente.
4) Decorar con Menta y Lima.","1) Agregar St. Germain, Prosecco, Agua con gas, Menta y Lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de vino"
Hunter's Moon,clasico,"1) Agregar Vermut, Jarabe simple, Limonada y Moras a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa balón.
4) Decorar con Cereza marrasquino.","1) Agregar Vermut, Cereza marrasquino, Jarabe simple, Limonada y Moras a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa balón"
Ice Pick,"citrico, clasico","1) Agregar Vodka, Te helado y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Vodka, Te helado y Jugo de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Iced Coffee,"cafe, clasico, cremoso, refrescante","1) Agregar Cafe, Azucar, Agua y Leche a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en taza.","1) Agregar Cafe, Azucar, Agua y Leche a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en taza"
Iced Coffee Fillip,"cafe, clasico","1) Agregar Kahlua y Cafe a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en taza.","1) Agregar Kahlua y Cafe a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en taza"
Imperial Cocktail,"citrico, clasico, gin","1) Agregar Jugo de lima, Gin y Aperol a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Jugo de lima, Gin y Aperol a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Imperial Fizz,"citrico, clasico","1) Agregar Ron claro, Whisky mezclado, Limon y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso highball y completar con Agua con gas.","1) Agregar Ron claro, Whisky mezclado, Limon, Azucar flor y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Ipamena,"citrico, clasico, frutal, gin, refrescante","1) Llenar copa de vino con hielo.
2) Agregar Lima, Azucar rubia y Jugo de maracuya.
3) Completar con Ginger ale y mezclar suavemente.","1) Agregar Lima, Azucar rubia, Jugo de maracuya, Ginger ale y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de vino"
Irish Coffee,"cafe, clasico","1) Agregar Whisky irlandes, Cafe, Azucar y Crema batida a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa irlandesa.","1) Agregar Whisky irlandes, Cafe, Azucar y Crema batida a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa irlandesa"
Irish Cream,"clasico, cremoso","1) Agregar Whisky escoces, Mitad crema mitad leche, Leche condensada, Jarabe de coco y Jarabe de chocolate a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa irlandesa.","1) Agregar Whisky escoces, Mitad crema mitad leche, Leche condensada, Jarabe de coco y Jarabe de chocolate a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa irlandesa"
Irish Curdling Cow,"citrico, clasico","1) Agregar Baileys crema irlandesa, Whiskey Bourbon, Vodka y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Baileys crema irlandesa, Whiskey Bourbon, Vodka y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Irish Russian,clasico,"1) Llenar vaso highball con hielo.
2) Agregar Vodka, Kahlua y Guinness stout.
3) Completar con Coca-Cola y mezclar suavemente.","1) Agregar Vodka, Kahlua, Coca-Cola y Guinness stout a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Irish Spring,"citrico, clasico","1) Agregar Whisky irlandes, Brandy de durazno, Jugo de naranja y Mezcla agridulce a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.
4) Decorar con Naranja y Cereza marrasquino.","1) Agregar Whisky irlandes, Brandy de durazno, Jugo de naranja, Mezcla agridulce, Naranja y Cereza marrasquino a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Jack Rose Cocktail,"citrico, clasico","1) Agregar Brandy de manzana, Granadina y Lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Brandy de manzana, Granadina y Lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Jack's Vanilla Coke,clasico,"1) Llenar vaso old fashioned con hielo.
2) Agregar Whisky de Tennessee.
3) Completar con Coca-Cola y mezclar suavemente.
4) Decorar con Extracto de vainilla.","1) Agregar Hielo, Whisky de Tennessee, Extracto de vainilla y Coca-Cola a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Jackhammer,clasico,"1) Agregar Jack Daniels y Amaretto a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso collins bien frio.","1) Agregar Jack Daniels y Amaretto a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso collins"
Jam Donut,clasico,"1) Agregar Baileys crema irlandesa, Chambord raspberry liqueur, Jarabe simple y Azucar a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso de shot bien frio.","1) Agregar Baileys crema irlandesa, Chambord raspberry liqueur, Jarabe simple y Azucar a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso de shot"
Jamaica Kiss,"clasico, cremoso","1) Agregar Licor de cafe, Ron claro y Leche a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa hurricane bien frio.","1) Agregar Licor de cafe, Ron claro, Hielo y Leche a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa hurricane"
Jamaican Coffee,"cafe, clasico","1) Agregar Ron, Cafe, Agua y Crema batida a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa flauta.","1) Agregar Ron, Cafe, Agua y Crema batida a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa flauta"
Japanese Fizz,"citrico, clasico, cremoso","1) Agregar Whisky mezclado, Limon, Azucar flor, Oporto y Clara de huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso highball y completar con Agua con gas.","1) Agregar Whisky mezclado, Limon, Azucar flor, Oporto, Clara de huevo y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Jello shots,clasico,"1) Agregar Vodka, Gelatina y Agua a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso de shot.","1) Agregar Vodka, Gelatina y Agua a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso de shot"
Jelly Bean,clasico,"1) Agregar Brandy de mora y Anis a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en cordial glass bien frio.","1) Agregar Brandy de mora y Anis a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en cordial copa"
Jewel Of The Nile,"clasico, gin","1) Agregar Gin, Green Chartreuse y Yellow Chartreuse a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Gin, Green Chartreuse y Yellow Chartreuse a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Jitterbug,"citrico, clasico, gin","1) Llenar cocktail glass con hielo.
2) Agregar Gin, Vodka, Granadina, Jugo de lima, Azucar y Jarabe simple.
3) Completar con Agua con gas y mezclar suavemente.","1) Agregar Gin, Vodka, Granadina, Jugo de lima, Azucar, Jarabe simple y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en cocktail copa"
John Collins,"citrico, clasico","1) Agregar Whiskey Bourbon, Jugo de limon y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso highball y completar con Agua tonica.
4) Decorar con Cereza marrasquino y Naranja.","1) Agregar Whiskey Bourbon, Jugo de limon, Azucar, Agua tonica, Cereza marrasquino y Naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Jungle Bird,"amargo, campari, citrico, moderno, tiki, top-bars","1) Agregar Ron oscuro, Campari, Jugo de piña, Jugo de lima y Jarabe simple a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso bajo.","1) Agregar Ron oscuro, Campari, Jugo de piña, Jugo de lima y Jarabe simple a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso bajo"
Just a Moonmint,"clasico, cremoso, refrescante","1) Agregar Leche, Jarabe de chocolate y Jarabe de menta a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Leche, Jarabe de chocolate y Jarabe de menta a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Kalimotxo,"clasico, espanol, rapido, vino","1) Llenar vaso highball con hielo.
2) Agregar Vino tinto.
3) Completar con Coca-Cola y mezclar suavemente.
4) Decorar con Limon.","1) Agregar Vino tinto, Coca-Cola, Hielo y Limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Kamikaze,"citrico, clasico","1) Agregar Vodka, Triple sec y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Vodka, Triple sec y Jugo de lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Karsk,"cafe, clasico","1) Agregar Cafe y Alcohol de grano a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Cafe y Alcohol de grano a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Kentucky B And B,clasico,"1) Agregar Whiskey Bourbon y Benedictine a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa balón bien frio.","1) Agregar Whiskey Bourbon y Benedictine a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa balón"
Kentucky Colonel,clasico,"1) Agregar Whiskey Bourbon y Benedictine a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Cascara de limon.","1) Agregar Whiskey Bourbon, Benedictine y Cascara de limon a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Kill the cold Smoothie,"citrico, clasico, refrescante","1) Agregar Limon y Agua a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Ginger.","1) Agregar Ginger, Limon y Agua a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Kioki Coffee,"cafe, clasico","1) Agregar Kahlua, Brandy y Cafe a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en taza bien frio.","1) Agregar Kahlua, Brandy y Cafe a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en taza"
Kir,"clasico, espumante","1) Agregar Crema de cassis y Champagne a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de vino.","1) Agregar Crema de cassis y Champagne a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de vino"
Kir Royale,"clasico, espumante","1) Agregar Crema de cassis y Champagne a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en champagne flute.","1) Agregar Crema de cassis y Champagne a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en champagne flute"
Kiss me Quick,"citrico, clasico","1) Agregar Vodka de arandano, Apfelkorn, Schweppes Russchian y Jugo de manzana a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Vodka de arandano, Apfelkorn, Schweppes Russchian, Jugo de manzana y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Kiwi Lemon,clasico,"1) Llenar vaso highball con hielo.
2) Agregar Licor de kiwi.
3) Completar con Bebida de limon y mezclar suavemente.","1) Agregar Licor de kiwi, Bebida de limon y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
